name,recclass,mass (g),fall,year,reclat,reclong
Red Rock,"Iron, IIIAB",47600,Found,1/1/1976,35416670,-117916670
Muroc,L,1.84E+16,Found,1/1/1936,34916670,-117833330
Muroc Dry Lake,L6,223,Found,1/1/1936,34916670,-117833330
Holman Island,LL,552,Found,1/1/1951,70733330,-117750000
Randsburg,L5,112.9,Found,1/1/2005,35400500,-117666170
San Juan Capistrano,H6,56,Fell,1/1/1973,33484720,-117662500
Tungsten Mountain 001,H4,3173,Found,1/1/2000,39636110,-117654720
Johannesburg,H4,63,Found,1/1/2012,35377880,-117637280
Tungsten Mountain 204,H4,41.6,Found,1/1/2005,39678880,-117629450
Tungsten Mountain 009,H4,31,Found,1/1/2001,39680350,-117629180
Tungsten Mountain 563,H5,9.3E+15,Found,1/1/2007,39677200,-117628580
Tungsten Mountain 008,H5,7,Found,1/1/2001,39680720,-117627780
Tungsten Mountain 113,H4/5,448,Found,1/1/2004,39679170,-117626750
Tungsten Mountain 542,H5,4.6,Found,1/1/2007,39687200,-117626180
Tungsten Mountain 541,H3.8,5.7,Found,1/1/2007,39688400,-117624220
Tungsten Mountain 533,H5,25.3,Found,1/1/2007,39689450,-117623580
Tungsten Mountain 535,H4,26.1,Found,1/1/2007,39689080,-117622570
Tungsten Mountain 007,H5,44,Found,1/1/2001,39685180,-117621050
Tungsten Mountain 003,H4,7.8,Found,1/1/2001,39684490,-117620720
Tungsten Mountain 010,H5,13.4,Found,1/1/2001,39684320,-117620520
Tungsten Mountain 543,H4,1.81E+16,Found,1/1/2007,39689380,-117620320
Tungsten Mountain 004,H6,8.1,Found,1/1/2001,39684440,-117620220
Tungsten Mountain 006,L6,8.8E+15,Found,1/1/2001,39684360,-117620180
Tungsten Mountain 005,L6,4.7,Found,1/1/2001,39684400,-117620070
Tungsten Mountain 573,H4,68,Found,1/1/2010,39689730,-117618220
Tungsten Mountain 011,CV3,18652,Found,1/1/2003,39683333,-117616667
Tungsten Mountain 572,H6,10.7,Found,1/1/2007,39681050,-117613250
Tungsten Mountain 002,H6,11.3,Found,1/1/2001,39673570,-117604320
El Mirage Dry Lake 004,LL6,271,Found,1/1/2011,34657830,-117598920
El Mirage Dry Lake 001,H5,1.5,Found,1/1/2000,34654330,-117596380
El Mirage Dry Lake 002,H4,13,Found,1/1/2001,34646670,-117581080
Ridgecrest,H5,969,Found,1/1/1958,35583330,-117566670
El Mirage Dry Lake 003,H6,6.9,Found,1/1/2010,34634320,-117562170
Cuddeback Dry Lake 008,L6,1802,Found,1/1/2000,35283330,-117483330
Cuddeback Dry Lake 017,H6,23.1,Found,1/1/2008,35285280,-117483050
Cuddeback Dry Lake 018,H4,8.5,Found,1/1/2008,35286380,-117483050
Cuddeback Dry Lake 023,H5,123,Found,1/1/1986,35324800,-117479830
Cuddeback Dry Lake 011,L6,1069,Found,1/1/2000,35275800,-117478770
Cuddeback Dry Lake 002,L6,95,Found,1/1/2000,35275500,-117478330
Cuddeback Dry Lake 028,L5,19.5,Found,1/1/2008,35296000,-117472000
Cuddeback Dry Lake 029,H4,22.2,Found,1/1/2008,35296000,-117472000
Cuddeback Dry Lake 003,L6,7.5,Found,1/1/2000,35291830,-117470670
Cuddeback Dry Lake 001,L6,32.5,Found,1/1/1999,35295750,-117466800
Cuddeback Dry Lake 009,H5,19,Found,1/1/2000,35318330,-117466670
Cuddeback Dry Lake 021,L6,3172,Found,1/1/2004,35300000,-117460500
Cuddeback Dry Lake 004,H6,40,Found,1/1/2000,35302330,-117460170
Cuddeback Dry Lake 019,L6,10.1,Found,1/1/2008,35304550,-117458170
Cuddeback Dry Lake 010,L5,10.5,Found,1/1/2000,35311200,-117454650
Cuddeback Dry Lake 007,L4,96.7,Found,1/1/2000,35311400,-117453420
Cuddeback Dry Lake 005,H5,35,Found,1/1/2000,35312320,-117453150
Cuddeback Dry Lake 013,H4,1.6,Found,1/1/2008,35312180,-117453030
Cuddeback Dry Lake 006,H6,0.5,Found,1/1/2000,35312270,-117453000
Cuddeback Dry Lake 012,H5,72,Found,1/1/2002,35312170,-117453000
Alkali,H6,3047,Found,1/1/1998,37866670,-117400000
Beaver Creek,H5,14000,Fell,1/1/1893,51166670,-117333330
Harper Dry Lake 003,L6,95,Found,1/1/1999,35042500,-117308370
Harper Dry Lake 006,H6,26,Found,1/1/1999,35047220,-117307520
Harper Dry Lake 001,LL3,13,Found,1/1/1999,35051020,-117306720
Harper Dry Lake 004,LL3,37,Found,1/1/1999,35055230,-117302570
Harper Dry Lake 005,H6,24,Found,1/1/1999,35050630,-117301880
Harper Dry Lake 002,H6,12,Found,1/1/1999,35050670,-117300950
Harper Dry Lake 036,L6,85.5,Found,1/1/2010,35033330,-117283330
Harper Dry Lake 018,H6,3.97E+16,Found,1/1/2007,35042100,-117275120
Harper Dry Lake 017,H6,1.64E+16,Found,1/1/2007,35041020,-117274650
Harper Dry Lake 019,L6,118.7,Found,1/1/2007,35040150,-117272830
Harper Dry Lake 029,H6,1156,Found,1/1/2008,35045680,-117266580
Harper Dry Lake 007,H5,166.7,Found,1/1/2000,35049530,-117263570
Harper Dry Lake 008,H6,12.5,Found,1/1/2000,35051930,-117261380
Albion,"Iron, IVA",12280,Found,1/1/1966,46833330,-117250000
Battle Mountain,L6,2900,Fell,1/1/2012,40668130,-117189130
Superior Valley 002,L6,145,Found,1/1/2000,35223580,-117113600
Superior Valley 001,H5,3.4,Found,1/1/2000,35254480,-117109720
Superior Valley 004,L6,15.3,Found,1/1/2001,35235330,-117100500
Superior Valley 003,H6,6.56E+16,Found,1/1/2001,35247420,-117099900
Colton,"Iron, IIIAB",19670,Found,1/1/1993,46570560,-117098610
Bonnie Claire 001,H5,2303,Found,1/1/1998,37216670,-117083330
Bonnie Claire 002,H5,80.8,Found,1/1/1998,37216670,-117083330
Superior Valley 026,L4,15.8,Found,1/1/2006,35236250,-117046380
Superior Valley 008,L6,7744,Found,1/1/2001,35236000,-117044000
Superior Valley 009,L6,11642,Found,1/1/2001,35235830,-117044000
Superior Valley 010,L4,2626,Found,1/1/2001,35236330,-117043170
Superior Valley 011,H6,252,Found,1/1/2001,35236170,-117043000
Superior Valley 014,Acapulcoite,177,Found,1/1/2002,35236000,-117042120
Superior Valley 013,L5,274,Found,1/1/2002,35233330,-117039450
Superior Valley 018,H5,274,Found,1/1/2002,35236670,-117039450
Superior Valley 005,H6,3292,Found,1/1/2001,35238000,-117036500
Superior Valley 007,L6,6.721E+16,Found,1/1/2001,35238330,-117032830
Superior Valley 006,H6,78.5,Found,1/1/2001,35238830,-117026670
Superior Valley 020,L6,30775,Found,1/1/2003,35238580,-117026280
Mud Dry Lake,H3,18255,Found,1/1/2002,37859400,-117020970
Superior Valley 022,H5,38.9,Found,1/1/2004,35237050,-117016180
Rabbit Dry Lake,L6,20,Found,1/1/2000,34445670,-117010830
Parma Canyon,Iron,2150,Found,1/1/1940,43800000,-117000000
Lucerne Valley 089,L5,2.6,Found,1/1/2007,34489720,-116981280
Lucerne Valley 091,H4,12.7,Found,1/1/2007,34480750,-116978800
Lucerne Valley 093,L6,393,Found,1/1/2007,34488700,-116978800
Lucerne Valley 090,L5,30.7,Found,1/1/2007,34488230,-116977970
Lucerne Valley 047,L6,3043,Found,1/1/2004,34486130,-116973900
Lucerne Valley 046,L6,1032,Found,1/1/2004,34487420,-116973500
Lucerne Valley 057,L6,1315,Found,1/1/2005,34486000,-116972750
Lucerne Valley 045,L6,3856,Found,1/1/2004,34487000,-116965120
Lucerne Valley 014,L5,3.4,Found,1/1/1998,34501330,-116964670
Lucerne Valley 042,L6,217,Found,1/1/2004,34485950,-116963700
Lucerne Valley 043,L4,175,Found,1/1/2004,34484570,-116962550
Lucerne Valley 094,CK5,3.5,Found,1/1/2008,34487120,-116961470
Lucerne Valley 049,L6,9.2E+15,Found,1/1/2004,34484720,-116961070
Lucerne Valley 044,L6,10622,Found,1/1/2004,34484130,-116960830
Lucerne Valley 100,CK5,0.8,Found,1/1/2008,34487380,-116960650
Lucerne Valley 099,CK5,3.2,Found,1/1/2008,34487330,-116960550
Lucerne Valley 095,CK5,1.1,Found,1/1/2008,34486570,-116959200
Lucerne Valley 035,CK4,92,Found,1/1/2004,34486800,-116958370
Lucerne Valley 048,H4,229,Found,1/1/2004,34486670,-116958330
Lucerne Valley 050,H4,685,Found,1/1/2005,34487280,-116958330
Lucerne Valley 030,CK4,412,Found,1/1/2004,34487080,-116957970
Lucerne Valley 031,CK4,322,Found,1/1/2004,34487100,-116957800
Lucerne Valley 097,CK4,6.5,Found,1/1/2008,34485650,-116956730
Lucerne Valley 096,L5,7.3,Found,1/1/2008,34486620,-116956400
Lucerne Valley 036,CK4,248,Found,1/1/2004,34487930,-116956380
Lucerne Valley 029,CK4,10.1,Found,1/1/2003,34487000,-116956000
Lucerne Valley 098,CK4,1.5,Found,1/1/2008,34487030,-116955950
Lucerne Valley 101,CK4,4,Found,1/1/2008,34485980,-116955930
Lucerne Valley 015,LL6,12.5,Found,1/1/1998,34509500,-116955830
Lucerne Valley 028,CK4,3,Found,1/1/2003,34487500,-116955670
Lucerne Valley 027,L6,3.1,Found,1/1/2003,34487150,-116953370
Lucerne Valley 051,L5,6,Found,1/1/2003,34525000,-116953330
Lucerne Valley 092,H5,0.6,Found,1/1/2007,34481480,-116953250
Lucerne Valley 037,CK4,0.9,Found,1/1/2004,34488870,-116952230
Lucerne Valley 016,L5,4.1,Found,1/1/1998,34512500,-116950830
Lucerne Valley 023,L6,756,Found,1/1/2002,34490950,-116950380
Lucerne Valley 022,LL4,1.649E+16,Found,1/1/2002,34490580,-116950320
Lucerne Valley 120,L6,43.1,Found,1/1/2010,34483880,-116950100
Lucerne Valley 001,L6,15.8,Found,1/1/1963,34500000,-116950000
Lucerne Valley 002,LL4,5.8,Found,1/1/1963,34500000,-116950000
Lucerne Valley 003,H6,7.5,Found,1/1/1963,34500000,-116950000
Lucerne Valley 004,L6,37.4,Found,1/1/1963,34500000,-116950000
Lucerne Valley 005,L6,3.1,Found,1/1/1963,34500000,-116950000
Lucerne Valley 006,H4,26.9,Found,1/1/1963,34500000,-116950000
Lucerne Valley 007,OC,4.8,Found,1/1/1963,34500000,-116950000
Lucerne Valley 008,H4,2,Found,1/1/1964,34500000,-116950000
Lucerne Valley 009,H4,3,Found,1/1/1965,34500000,-116950000
Lucerne Valley 010,H4,6.4,Found,1/1/1965,34500000,-116950000
Lucerne Valley 011,L6,3.8,Found,1/1/1968,34500000,-116950000
Lucerne Valley 012,H6,1.2,Found,1/1/1968,34500000,-116950000
Lucerne Valley 013,L5,14,Found,1/1/1992,34500000,-116950000
Lucerne Valley 017,L6,12.8,Found,1/1/1999,34500000,-116950000
Lucerne Valley 019,L6,391,Found,1/1/2002,34488680,-116949850
Lucerne Valley 032,CK4,1187,Found,1/1/2004,34490150,-116949850
Lucerne Valley 018,H6,97,Found,1/1/2002,34487930,-116948800
Lucerne Valley 024,L6,271,Found,1/1/2003,34495530,-116947100
Lucerne Valley 021,H6,392,Found,1/1/2002,34493120,-116946620
Lucerne Valley 040,L6,521,Found,1/1/2004,34492100,-116943080
Lucerne Valley 020,H6,1.84E+16,Found,1/1/2002,34491800,-116943000
Lucerne Valley 041,L6,84,Found,1/1/2004,34489750,-116942770
Lucerne Valley 026,L5,5.6,Found,1/1/2003,34500100,-116942170
Lucerne Valley 058,L6,85,Found,1/1/2006,34510920,-116939620
Lucerne Valley 025,H4,21,Found,1/1/2003,34510870,-116935450
Wilder,H5,26600,Found,1/1/1982,43724440,-116911670
Goldstone Dry Lake,H6,1.1,Found,1/1/1999,35373330,-116908330
Coyote Dry Lake 033,H5,5220,Found,1/1/1999,35056050,-116776300
Coyote Dry Lake 064,H5,136431,Found,1/1/1999,35058170,-116774300
Coyote Dry Lake 164,H5,43,Found,1/1/2002,35058350,-116774030
Coyote Dry Lake 063,H4,6761,Found,1/1/1999,35058780,-116773000
Coyote Dry Lake 024,H5,2430,Found,1/1/1999,35071500,-116772050
Coyote Dry Lake 276,H6,47.2,Found,1/1/2006,35071180,-116771620
Coyote Dry Lake 163,H5,1666,Found,1/1/2002,35070000,-116770000
Coyote Dry Lake 155,H4,1702,Found,1/1/2001,35068470,-116769050
Coyote Dry Lake 116,H6,4.4,Found,1/1/1999,35058470,-116769000
Coyote Dry Lake 274,H4,7.5,Found,1/1/2006,35059020,-116768920
Coyote Dry Lake 115,H5-6,1369,Found,1/1/1999,35058650,-116768720
Coyote Dry Lake 120,H5,18.5,Found,1/1/1999,35058930,-116768720
Coyote Dry Lake 159,H5,17.7,Found,1/1/2001,35058650,-116768720
Coyote Dry Lake 121,H4,14.2,Found,1/1/1999,35059470,-116768500
Coyote Dry Lake 162,H5,9.87E+15,Found,1/1/2002,35078020,-116767770
Coyote Dry Lake 275,H4,16.2,Found,1/1/2006,35051220,-116767420
Coyote Dry Lake 105,H5,61.5,Found,1/1/1999,35050730,-116766980
Coyote Dry Lake 001,H5,338,Found,1/1/1995,35050170,-116766830
Coyote Dry Lake 061,H5,2134,Found,1/1/1999,35052420,-116766700
Coyote Dry Lake 138,H5,18.3,Found,1/1/2000,35052830,-116766450
Coyote Dry Lake 139,H4,10.4,Found,1/1/2000,35052830,-116765380
Coyote Dry Lake 153,H5,1387,Found,1/1/2001,35073620,-116763720
Coyote Dry Lake 277,H5,21.3,Found,1/1/2006,35074200,-116763700
Coyote Dry Lake 040,H4,344,Found,1/1/1999,35093730,-116763430
Coyote Dry Lake 160,H5,7688,Found,1/1/2002,35061520,-116762950
Coyote Dry Lake 165,L6,4257,Found,1/1/2002,35068880,-116761970
Coyote Dry Lake 080,H5,2.781E+16,Found,1/1/1999,35074020,-116761170
Coyote Dry Lake 134,H5,117.5,Found,1/1/2000,35092500,-116760830
Coyote Dry Lake 223,L6,512,Found,1/1/2004,35038420,-116758180
Coyote Dry Lake 222,L5,22.5,Found,1/1/2004,35040080,-116755530
Coyote Dry Lake 175,H6,3635,Found,1/1/2002,35054750,-116754320
Coyote Dry Lake 003,H5,25572,Found,1/1/1998,35088080,-116753980
Coyote Dry Lake 067,L6,41205,Found,1/1/1999,35038150,-116753100
Coyote Dry Lake 119,H5,3.2,Found,1/1/1999,35038150,-116753100
Coyote Dry Lake 194,L6,147,Found,1/1/2004,35088380,-116752830
Coyote Dry Lake 318,H5,7.2,Found,1/1/2009,35075100,-116750380
Coyote Dry Lake 129,H5,140,Found,1/1/2000,35069170,-116750200
Coyote Dry Lake 230,H6,1636,Found,1/1/2004,35089580,-116750070
Coyote Dry Lake 130,H4,6.1,Found,1/1/2000,35067850,-116749400
Coyote Dry Lake 142,H4,3222,Found,1/1/2000,35067250,-116748530
Coyote Dry Lake 132,H4,1.74E+16,Found,1/1/2000,35070280,-116748470
Coyote Dry Lake 054,H5,392.8,Found,1/1/1999,35076670,-116746670
Coyote Dry Lake 249,H4,71.8,Found,1/1/2004,35087580,-116746030
Coyote Dry Lake 117,H3,162,Found,1/1/1999,35050100,-116744430
Coyote Dry Lake 110,H4,6802,Found,1/1/1999,35046250,-116735470
Coyote Dry Lake 235,LL6,8.14E+16,Found,1/1/2004,35056280,-116733770
Coyote Dry Lake 002,H5-6,106.7,Found,1/1/1998,35047530,-116730920
Coyote Dry Lake 176,H6,18755,Found,1/1/2003,35054520,-116730050
Coyote Dry Lake 151,H6,9004,Found,1/1/2001,35056020,-116723680
Coyote Dry Lake 152,H5,1084,Found,1/1/2001,35056070,-116723650
Coyote Dry Lake 221,H4,5431,Found,1/1/2003,35057170,-116720500
Quartz Mountain,"Iron, IIIAB",4832,Found,1/1/1935,37200000,-116700000
Tamarack,"Iron, IIAB",41,Found,1/1/2004,44933890,-116431670
Borrego,L6,2126,Found,1/1/1930,33266670,-116383330
Old Dominion Mine,H4,42,Found,1/1/2000,34859580,-116221130
Chicago Valley,L5,26,Found,1/1/2004,36002170,-116196330
Stewart Valley 004,L6,58.9,Found,1/1/2001,36255470,-116185520
Stewart Valley 012,H6,130,Found,1/1/2012,36235000,-116183580
Stewart Valley 005,L6,62,Found,1/1/2001,36229070,-116179350
Silurian Dry Lake,LL6,43.8,Found,1/1/2000,35517520,-116176070
Stewart Valley 007,H4,8.7E+15,Found,1/1/2001,36237220,-116172420
Stewart Valley 008,H6,4.2,Found,1/1/2001,36237430,-116172230
Stewart Valley 006,H4,2.01E+16,Found,1/1/2001,36237280,-116172200
Stewart Valley 001,H6,7.56E+16,Found,1/1/2001,36205800,-116170420
Stewart Valley 002,L6,28.9,Found,1/1/2001,36207580,-116169180
Stewart Valley 011,H6,49.6,Found,1/1/2003,36210170,-116168250
Stewart Valley 003,H4,6.8,Found,1/1/2001,36211530,-116167850
Stewart Valley 009,LL5,375,Found,1/1/2003,36175570,-116159000
Stewart Valley 010,H5,41.7,Found,1/1/2003,36184720,-116143420
Silver Dry Lake 001,L4,218.8,Found,1/1/2000,35373330,-116125000
Silver Dry Lake 002,H6,16.5,Found,1/1/2000,35344430,-116114850
Ocotillo,"Iron, IAB-MG",28570,Found,1/1/1990,32833330,-116066670
Twentynine Palms,L,19700,Found,1/1/1944,34075000,-116016670
Lunar Dry Lake,L5,32.5,Found,1/1/2003,38399180,-115996700
Diamond Valley,H5,440,Found,1/1/2001,40081730,-115936730
Surprise Springs,"Iron, IAB-sLL",1500,Found,1/1/1899,34166670,-115916670
Stump Spring 083,LL6,13700,Found,1/1/2010,35987280,-115858280
Dale Dry Lake,L3.7,300,Found,1/1/1957,34083330,-115783330
Pinto Mountains,L6,17900,Found,1/1/1954,34000000,-115783330
Superstition Mountain,H5,333,Found,1/1/2000,32870830,-115782500
San Bernardino Wash,L5,258,Found,1/1/2010,34000560,-115729720
Zulu Queen,L3.7,200,Found,1/1/1976,33983330,-115683330
Valley Wells,L6,129.9,Found,1/1/1929,35466670,-115666670
Whitecourt,"Iron, IIIAB",5372,Found,1/1/2007,53999167,-115597500
Imperial,H4,4,Found,1/1/1908,32866670,-115583330
Sheephole Valley,H4,62.1,Found,1/1/1999,34125000,-115563330
Sheephole Valley 002,L4,4.4,Found,1/1/1999,34125000,-115563330
Quinn Canyon,"Iron, IIIAB",1450000,Found,1/1/1908,38083330,-115533330
Blue Eagle,R3-6,70,Found,1/1/2006,38661670,-115518330
Signal Mountain,"Iron, IVA",63500,Found,1/1/1919,32500000,-115500000
Devil Peak,L6,3.47E+16,Found,1/1/1999,35659170,-115372830
Roach Dry Lake 031,H6,3.62E+16,Found,1/1/2002,35670100,-115372480
Roach Dry Lake 002,L6,5,Found,1/1/2000,35659330,-115371670
Roach Dry Lake 113,H5,39.6,Found,1/1/2010,35665940,-115370810
Roach Dry Lake 030,EL6,1.013E+16,Found,1/1/2002,35674050,-115368070
Roach Dry Lake 003,H5,4.2,Found,1/1/2000,35671700,-115367220
Roach Dry Lake 021,H6,59.2,Found,1/1/2001,35672980,-115367170
Primm,H5,3383,Found,1/1/1997,35666670,-115366670
Roach,LL6,1056,Found,1/1/1998,35633330,-115366670
Roach Dry Lake 064,H6,1.826E+16,Found,1/1/2002,35677250,-115356600
Roach Dry Lake 075,H6,29.9,Found,1/1/2002,35673550,-115350670
Roach Dry Lake 006,H6,653,Found,1/1/2001,35683450,-115347030
Willow Wash,H3.5,552,Found,1/1/2006,35373580,-115343880
Roach Dry Lake 027,H5,1.865E+16,Found,1/1/2002,35680780,-115340620
Beer Bottle Pass,L5,8.9,Found,1/1/1999,35661170,-115333330
Ivanpah,"Iron, IIIAB",58000,Found,1/1/1880,35333330,-115316670
Old Woman,"Iron, IIAB",2753000,Found,1/1/1976,34466670,-115233330
Danby Dry Lake,H6,8991,Found,1/1/2000,34216667,-115050000
Essex,H5,5000,Found,1/1/2002,34611670,-115033330
Mayerthorpe,"Iron, IAB complex",12610,Found,1/1/1964,53775000,-115033330
Coyote Spring,H5,240,Found,1/1/2005,36993670,-114993670
Starvation Flat,L5,1250,Found,1/1/2002,36784500,-114949670
Paymaster Mine,L5,159,Found,1/1/2004,33186670,-114917830
Chocolate Mountains,Ureilite,699,Found,1/1/2004,33012220,-114866670
Jerome (Idaho),L,6800,Found,1/1/1954,42633330,-114833330
Needles,"Iron, IID",45300,Found,1/1/1962,34444170,-114832500
Dry Lake Valley,L6,3.5,Found,1/1/2000,37726830,-114786500
Cargo Muchacho Mountains,CO3,2860,Found,1/1/2000,32917450,-114767183
Spruce 002,L6,18,Found,1/1/2011,40792000,-114708000
Spruce 001,L5,983,Found,1/1/2011,40801000,-114701000
Winterhaven,Howardite,2100,Found,1/1/2002,32950000,-114666667
Thumb Butte,H3.8,105,Found,1/1/2008,35169930,-114455850
Laughlin,H5,10,Found,1/1/2008,35168670,-114455000
Temple Bar,CR,106,Found,1/1/1998,35916670,-114433330
Yelland 001,L6,4.5,Found,1/1/2011,39558010,-114427150
Moapa Valley,CM1,698.8,Found,1/1/2004,36557220,-114426940
Yelland Dry Lake,H4,76000,Found,1/1/2007,39350670,-114407830
Powell Peak 002,L4,1062,Found,1/1/2008,34704900,-114345720
Powell Peak 001,H6,42.8,Found,1/1/2011,34682220,-114330460
Boulder Mine,L5,1560,Found,1/1/2008,34685000,-114323000
Millarville,"Iron, IVA",15636,Found,1/1/1977,50797220,-114309440
Diablo Pass,L6,246.6,Found,1/1/2004,33663480,-114292070
Oldman Mountain,H5,19896,Found,1/1/2008,33672480,-114291700
Yucca 016,H5,25.9,Found,1/1/2011,34826580,-114277630
Yucca 017,H5,200,Found,1/1/2011,34819230,-114277350
Yucca 015,H-metal,3,Found,1/1/2011,34819700,-114276100
Warm Springs Wilderness,H4-6,156.9,Found,1/1/2003,34786980,-114250520
Sacramento Wash 001,H4,98.9,Found,1/1/2003,34756370,-114234350
Sacramento Wash 002,H4,892.8,Found,1/1/2004,34756350,-114234300
Sacramento Wash 003,H4,89.2,Found,1/1/2004,34758730,-114233420
Gold Basin,L4,61000,Found,1/1/1995,35875000,-114233330
Sacramento Wash 004,H5,28.6,Found,1/1/2004,34750780,-114227170
White Hills,Mesosiderite,11.7,Found,1/1/1999,35856670,-114223330
Buck Mountains 001,H6,50,Found,1/1/2004,34732450,-114222570
Franconia,H5,100000,Found,1/1/2002,34716370,-114221970
Buck Mountains 003,L6,34200,Found,1/1/2005,34734500,-114217170
Sacramento Wash 005,H-metal,52.3,Found,1/1/2004,34746670,-114210000
Buck Mountain Wash,H3-5,798,Found,1/1/2004,34724530,-114208830
Buck Mountains 002,L6,1.84E+16,Found,1/1/2004,34719330,-114207830
White Elephant,L4,10.4,Found,1/1/1997,35890000,-114203330
Golden Rule,L5,797.6,Found,1/1/1999,35873330,-114200000
Quartzsite,L4,69.7,Found,1/1/2002,33680850,-114195800
Hualapai Wash,L6,240,Found,1/1/2000,35863330,-114193330
Hualapai Wash 021,H4,20.5,Found,1/1/1997,35889500,-114192000
Bluebird,L6,3650,Found,1/1/2002,35867500,-114191670
Palo Verde Mine,L6,9158,Found,1/1/2004,34714570,-114191420
Buck Mountains 005,L6,859.7,Found,1/1/2007,34703370,-114190970
Buck Mountains 004,H3-6,1.458E+16,Found,1/1/2005,34701080,-114188450
Aubrey Hills,H6,5.608E+16,Found,1/1/2010,34380630,-114167050
Golden Mile,H4,378.8,Found,1/1/2000,35890000,-114166670
Hualapai Wash 020,H5,60.9,Found,1/1/2003,35838330,-114166170
King Tut,L5,1.951E+16,Found,1/1/1997,35923330,-114101670
Griffith Wash,L6,93,Found,1/1/2011,35066390,-114097500
Red Dry Lake 065,L6,3,Found,1/1/2006,35647000,-114095500
Red Dry Lake 064,H5,6,Found,1/1/2006,35641330,-114090000
Red Dry Lake 063,H4,6,Found,1/1/2006,35633330,-114083330
Bouse,L4-6,147.4,Found,1/1/2004,33966670,-114066670
Red Dry Lake 031,H4,4.8,Found,1/1/2002,35697330,-114061670
Red Dry Lake 071,H6,435,Found,1/1/2010,35624530,-114046880
Red Dry Lake 029,H4,525,Found,1/1/2004,35626820,-114043730
Red Dry Lake 025,L5/6,655,Found,1/1/2003,35679470,-114043380
Red Dry Lake 006,H4,40,Found,1/1/2001,35627050,-114043360
Red Dry Lake 009,H3.6,13,Found,1/1/2001,35627230,-114043230
Red Dry Lake 028,H4,11.3,Found,1/1/2004,35644800,-114034520
Red Dry Lake 068,H4,26.2,Found,1/1/2008,35640000,-114032850
Red Dry Lake 024,L5,1.79E+16,Found,1/1/2003,35697320,-114032000
Red Dry Lake 003,H6,94,Found,1/1/2001,35645520,-114030690
Red Dry Lake 005,H6,12,Found,1/1/2001,35646450,-114028530
