,name,mass,fall,year,reclat,reclong
16392,Hoba,60000000.0,Found,01/01/1920,-19.58333,17.91667
5373,Cape York,58200000.0,Found,01/01/1818,76.13333,-64.93333
5365,Campo del Cielo,50000000.0,Found,12/22/1575,-27.46667,-60.583330000000004
5370,Canyon Diablo,30000000.0,Found,01/01/1891,35.05,-111.03333
3455,Armanty,28000000.0,Found,01/01/1898,47.0,88.0
12613,Gibeon,26000000.0,Found,01/01/1836,-25.5,18.0
5468,Chupaderos,24300000.0,Found,01/01/1852,27.0,-105.1
26297,Mundrabilla,24000000.0,Found,01/01/1911,-30.78333,127.55
5016,Bacubirito,22000000.0,Found,01/01/1863,26.2,-107.83333
22921,Mbosi,16000000.0,Found,01/01/1930,-9.11667,33.06667
38317,Willamette,15500000.0,Found,01/01/1902,45.36667,-122.58333
26174,Morito,10100000.0,Found,01/01/1600,27.05,-105.43333
26338,Nantan,9500000.0,Found,01/01/1958,25.1,107.7
5613,Cranbourne,8600000.0,Found,01/01/1854,-38.1,145.3
36882,Santa Catharina,7000000.0,Found,01/01/1875,-26.21667,-48.6
5083,Bendegó,5360000.0,Found,01/01/1784,-10.11667,-39.2
5201,Brenham,4300000.0,Found,01/01/1882,37.5825,-99.16360999999999
38206,Vaca Muerta,3828000.0,Found,01/01/1861,-25.75,-70.5
45684,Youndegin,3800000.0,Found,01/01/1884,-32.1,117.71667
38391,Xifu,3000000.0,Found,01/01/2004,36.3,120.48333000000001
1567,Al Haggounia 001,3000000.0,Found,01/01/2006,27.5,-12.5
38056,Toluca,3000000.0,Found,01/01/1776,19.566670000000002,-99.56667
45677,Yingde,3000000.0,Found,01/01/1964,24.2,113.4
30977,Old Woman,2753000.0,Found,01/01/1976,34.46667,-115.23333000000001
38238,Wabar,2550000.0,Found,01/01/1863,21.49972,50.47222
16414,Huckitta,2300000.0,Found,01/01/1924,-22.366670000000003,135.76667
26349,Navajo,2184000.0,Found,01/01/1921,35.33333,-109.5
5488,Coahuila,2100000.0,Found,01/01/1837,28.7,-102.73333000000001
45707,Zhaoping,2000000.0,Found,01/01/1983,24.23333,111.18333
16378,Henbury,2000000.0,Found,01/01/1931,-24.566670000000002,133.16666999999998
5363,Campinorte,2000000.0,Found,01/01/1992,-14.258,-49.15917
36884,Santa Luzia,1918000.0,Found,01/01/1921,-16.26667,-47.95
12612,Ghubara,1750000.0,Found,01/01/1954,19.22778,56.14278
12571,Gebel Kamil,1600000.0,Found,01/01/2009,22.01833,26.08778
30966,Odessa (iron),1600000.0,Found,01/01/1922,31.71667,-102.4
5393,Casas Grandes,1545000.0,Found,01/01/1867,30.4,-107.8
5126,Bitburg,1500000.0,Found,01/01/1805,49.96667,6.53333
35542,Quinn Canyon,1450000.0,Found,01/01/1908,38.08333,-115.53333
5450,Charcas,1400000.0,Found,01/01/1804,23.08333,-101.01666999999999
36881,Santa Apolonia,1316000.0,Found,01/01/1872,19.21667,-98.3
38080,Tsarev,1225300.0,Found,01/01/1968,48.7,45.7
1637,Alkhamasin,1200000.0,Found,01/01/1973,20.6,44.88333
17381,Kouga Mountains,1173000.0,Found,01/01/1903,-33.61667,24.0
12637,Goose Lake,1169500.0,Found,01/01/1938,41.98,-120.54167
26322,Murnpeowie,1143000.0,Found,01/01/1909,-29.58333,139.9
12550,Fukang,1003000.0,Found,01/01/2000,44.43333,87.63333
45691,Zacatecas (1792),1000000.0,Found,01/01/1792,22.816670000000002,-102.56667
5104,Bilibino,1000000.0,Found,01/01/1981,67.3,160.8
21689,Los Sauces,997000.0,Found,01/01/1937,-29.41667,-66.85
38081,Tucson,975000.0,Found,01/01/1850,31.85,-110.96667
5548,Cosby's Creek,960000.0,Found,01/01/1837,35.78333,-83.25
16509,Imilac,920000.0,Found,01/01/1822,-24.203329999999998,-68.80667
45708,Zhigansk,900000.0,Found,01/01/1966,68.0,128.3
5170,Bondoc,888600.0,Found,01/01/1956,13.516670000000001,122.45
36885,Santa Rosa,825000.0,Found,01/01/1810,5.91667,-73.0
5198,Brahin,823000.0,Found,01/01/1810,52.5,30.33333
36006,Red River,800000.0,Found,01/01/1808,32.0,-95.0
36893,Sardis,800000.0,Found,01/01/1940,32.948890000000006,-81.865
38377,Wolf Creek,760000.0,Found,01/01/1947,-19.3,127.76666999999999
11659,Esquel,755000.0,Found,01/01/1951,-42.9,-71.33333
12619,Gladstone (iron),736600.0,Found,01/01/1915,-23.9,151.3
26200,Mount Dooling,734000.0,Found,01/01/1909,-29.45,119.71667
17384,Krasnojarsk,700000.0,Found,01/01/1749,54.9,91.8
32014,Plainview (1917),700000.0,Found,01/01/1917,34.11667,-101.78333
6819,Davis Mountains,689000.0,Found,01/01/1903,30.75,-104.25
3450,Arispe,683000.0,Found,01/01/1896,30.33333,-109.98333000000001
45705,Zerhamra,630000.0,Found,01/01/1967,29.85861,-2.645
16537,Itapuranga,628000.0,Found,,-15.583329999999998,-50.15
17417,La Caille,626000.0,Found,01/01/1828,43.73333,6.78333
1536,Adzhi-Bogdo (iron),582000.0,Found,01/01/1952,44.86667,95.41667
21672,Long Island,564000.0,Found,01/01/1891,39.93333,-99.6
16608,Jiddat al Harasis 073,550000.0,Found,01/01/2002,19.7,55.73333
35846,Rateldraai,549000.0,Found,01/01/1909,-28.83333,21.133329999999997
9167,Drum Mountains,529000.0,Found,01/01/1944,39.5,-112.9
12648,Grant,525000.0,Found,01/01/1929,35.16667,-107.88333
37799,Tamentit,510000.0,Found,01/01/1864,27.71667,-0.25
38072,Trenton,505000.0,Found,01/01/1858,43.36667,-88.13333
15964,Haig,503000.0,Found,01/01/1951,-31.383329999999997,125.63333
38313,Wildara,500000.0,Found,01/01/1968,-28.23333,120.85
5195,Boxhole,500000.0,Found,01/01/1937,-22.616670000000003,135.2
32052,Prambanan,500000.0,Found,01/01/1797,-7.566669999999999,110.83333
9420,El Timbu,500000.0,Found,01/01/1942,-33.11667,-60.96666999999999
16554,Jepara,499500.0,Found,01/01/2008,-6.6,110.73333000000001
36725,Saint-Aubin,472000.0,Found,01/01/1968,48.48333,3.58333
5376,Carbo,454000.0,Found,01/01/1923,29.66667,-111.5
36906,Sayh al Uhaymir 001,450000.0,Found,01/01/2000,20.51667,56.666669999999996
11665,Etter,450000.0,Found,01/01/1965,35.98333,-101.9
38249,Wallapai,430000.0,Found,01/01/1927,35.8,-113.7
45662,Yanhuitlan,421000.0,Found,01/01/1825,17.53333,-97.35
2440,Allan Hills A76009,407000.0,Found,01/01/1976,-76.71667,159.66666999999998
5006,Augustinovka,400000.0,Found,01/01/1890,48.06667,35.08333
31979,Pei Xian,400000.0,Found,01/01/1917,34.7,117.0
26209,Mount Joy,384000.0,Found,01/01/1887,39.78333,-77.21667
26163,Mont Dieu,360000.0,Found,01/01/1994,49.55,4.86667
16477,Hugoton,350000.0,Found,01/01/1927,37.2,-101.35
21674,Longtian,350000.0,Found,01/01/1991,27.35,108.5
17372,Kokstad,341000.0,Found,01/01/1884,-30.55,29.41667
26202,Mount Edith,326000.0,Found,01/01/1913,-22.5,116.16667
37449,Seymchan,323300.0,Found,01/01/1967,62.9,152.43333
37796,Tamarugal,320000.0,Found,01/01/1903,-20.8,-69.66667
15942,Guffey,309000.0,Found,01/01/1907,38.76667,-105.51666999999999
30915,Nova Petropolis,305000.0,Found,01/01/1967,-29.433329999999998,-50.91667
13030,Gressk,303000.0,Found,01/01/1955,53.23333,27.33333
26397,North Chile,300000.0,Found,01/01/1875,-23.0,-69.0
38015,Tianlin,300000.0,Found,01/01/1956,24.3,106.1
26175,Morland,295000.0,Found,01/01/1890,39.33333,-100.06667
5262,Bur-Abor,290000.0,Found,01/01/1997,3.9833300000000005,41.65
11661,Estacado,290000.0,Found,01/01/1883,33.9,-101.75
26171,Morasko,290000.0,Found,01/01/1914,52.46666999999999,16.9
5486,Clovis (no. 1),283000.0,Found,01/01/1961,34.3,-103.13472
36061,Rio Limay,280000.0,Found,01/01/1995,-39.85,-69.48333000000001
36814,Sanclerlandia,279000.0,Found,01/01/1971,-16.21667,-50.3
37690,South Dahna,275000.0,Found,01/01/1957,22.566670000000002,48.3
26217,Mount Padbury,272000.0,Found,01/01/1964,-25.66667,118.1
17467,Lake Murray,270000.0,Found,01/01/1933,34.1,-97.0
24089,Miles,265000.0,Found,01/01/1992,-27.83333,150.33333000000002
32046,Potter,261000.0,Found,01/01/1941,41.23333,-103.3
38050,Tishomingo,260000.0,Found,01/01/1965,34.25,-96.68333
5705,Dalgety Downs,257000.0,Found,01/01/1941,-25.33333,116.18333
6915,Dhofar 020,256000.0,Found,01/01/2000,19.03333,54.51667
38126,Uegit,252000.0,Found,01/01/1921,3.81667,43.33333
26367,Netschaëvo,250000.0,Found,01/01/1846,54.23333,35.15
37474,Shangdu,247000.0,Found,01/01/1957,42.5,114.0
37710,St. Genevieve County,244500.0,Found,01/01/1888,37.96667,-90.31667
9229,El Hammami,240000.0,Found,01/01/1997,23.28333,-10.81667
36427,Sacramento Mountains,237200.0,Found,01/01/1890,32.91667,-104.66667
26319,Muonionalusta,230000.0,Found,01/01/1906,67.8,23.1
5058,Bear Creek,227000.0,Found,01/01/1866,39.6,-105.3
15945,Guixi,220000.0,Found,,28.28333,117.18333
45685,Youxi,218000.0,Found,01/01/2006,26.06,118.01
1519,Acuña,217700.0,Found,01/01/1981,29.316670000000002,-100.96667
37706,Ssyromolotovo,217000.0,Found,01/01/1873,58.61666999999999,98.93333
5462,Chinga,209400.0,Found,01/01/1913,51.05833,94.4
5032,Barratta,200000.0,Found,01/01/1845,-35.3,144.56667
8310,Dimmitt,200000.0,Found,01/01/1942,34.58333,-102.16667
16590,Jiddat al Harasis 055,200000.0,Found,01/01/2004,19.651670000000003,55.69
21633,Liangcheng,200000.0,Found,01/01/1959,40.5,112.5
32044,Porto Alegre,200000.0,Found,01/01/2005,-30.03306,-51.23
31149,Patos de Minas (octahedrite),200000.0,Found,01/01/1925,-18.58333,-46.53333
26187,Moshesh,200000.0,Found,,-30.1,28.71667
31099,Pallasovka,198000.0,Found,01/01/1990,49.86667,46.611670000000004
17343,Kenton County,194000.0,Found,01/01/1889,38.81667,-84.6
31091,Owens Valley,192800.0,Found,01/01/1913,37.46667,-118.0
15940,Guanghua,190000.0,Found,01/01/1932,32.4,111.7
1526,Admire,180000.0,Found,01/01/1881,38.7,-96.1
38070,Travis County (a),175400.0,Found,01/01/1889,30.3,-97.7
16525,Iron Creek,175000.0,Found,01/01/1869,53.0,-112.0
37889,Tanokami Mountain,174000.0,Found,01/01/1885,34.91667,135.96667
37800,Tamir-Tsetserleg,173000.0,Found,01/01/1956,47.45,101.47917
31090,Owasco,168400.0,Found,01/01/1984,41.2,-103.68333
22878,Madoc,168000.0,Found,01/01/1854,44.5,-77.46667
22894,Manlai,166800.0,Found,01/01/1954,44.33333,106.5
36890,São Julião de Moreira,162000.0,Found,01/01/1883,41.76611,-8.58361
45700,Zaragoza,162000.0,Found,,41.65,-0.86667
17368,Knowles,161000.0,Found,01/01/1903,36.9,-100.21667
32069,Qijiaojing,160000.0,Found,01/01/2003,43.75,92.91667
12561,Garabato,160000.0,Found,01/01/1995,-28.866670000000003,-60.2
26253,Mount Vernon,159000.0,Found,01/01/1868,36.93333,-87.4
21673,Longchang,158500.0,Found,01/01/1781,29.3,105.3
17353,Kimble County,153800.0,Found,01/01/1918,30.41667,-99.4
5158,Bluff (a),153300.0,Found,01/01/1878,29.87861,-96.87222
29625,Northwest Africa 5940,151000.0,Found,01/01/2009,0.0,0.0
38073,Tres Castillos,150000.0,Found,01/01/1992,29.47,-105.8
22880,Magura,150000.0,Found,01/01/1840,49.33333,19.48333
16544,Jalu,150000.0,Found,01/01/2000,27.95833,21.683329999999998
22927,McKinney,150000.0,Found,01/01/1870,33.18333,-96.71667
31006,Orange River (iron),148800.0,Found,01/01/1855,-30.0,25.0
5361,Camp Wood,148000.0,Found,,29.7725,-99.875
12626,Glorieta Mountain,148000.0,Found,01/01/1884,35.6,-105.8
12616,Gilgoin,147000.0,Found,01/01/1889,-30.383329999999997,147.2
38306,Wichita County,145000.0,Found,01/01/1836,34.06667,-98.91667
17345,Keyes,142000.0,Found,01/01/1939,36.71667,-102.5
9418,El Sampal,142000.0,Found,01/01/1973,-44.53333,-70.36667
37798,Tambo Quemado,141000.0,Found,01/01/1950,-14.666670000000002,-74.5
45686,Ysleta,140700.0,Found,01/01/1914,31.65,-106.18333
37431,Selma,140600.0,Found,01/01/1906,32.4,-87.0
16478,Huizopa,140000.0,Found,01/01/1907,28.9,-108.56667
16484,Ider,140000.0,Found,01/01/1957,34.68333,-85.65
17377,Korra Korrabes,140000.0,Found,01/01/1996,-25.2,18.08333
5199,Brainard,138300.0,Found,01/01/1978,41.15333,-96.955
6884,Derrick Peak A78009,138100.0,Found,01/01/1978,-80.06667,156.38333
5013,Babb's Mill (Blake's Iron),136000.0,Found,01/01/1876,36.3,-82.88333
5372,Cape of Good Hope,136000.0,Found,01/01/1793,-33.5,26.0
5502,Colomera,134000.0,Found,01/01/1912,37.43333,-3.65
5387,Carnegie,132700.0,Found,01/01/1963,35.16667,-98.64389
45675,Yenberrie,132000.0,Found,01/01/1918,-14.25,132.01667
3444,Araslanovo,132000.0,Found,01/01/1973,55.14167,48.2
17332,Karavannoe,132000.0,Found,,57.781169999999996,47.67967
5452,Chebankol,127760.0,Found,01/01/1938,53.666669999999996,88.0
31095,Ozona,127500.0,Found,01/01/1929,30.73333,-101.3
5390,Carthage,127000.0,Found,01/01/1840,36.26667,-85.98333000000001
6899,Dhofar 005,125500.0,Found,01/01/2000,18.16667,54.166669999999996
16625,Jiddat al Harasis 091,123374.0,Found,01/01/2002,19.693620000000003,56.65432
36888,Santiago Papasquiero,119500.0,Found,01/01/1958,24.5,-106.0
45683,Youanmi,118400.0,Found,01/01/1917,-29.5,118.75
9173,Duketon,118300.0,Found,01/01/1948,-27.5,122.36667
5082,Bencubbin,118000.0,Found,01/01/1930,-30.75,117.78333
37418,Scurry,118000.0,Found,01/01/1937,32.5,-101.0
31141,Para de Minas,116300.0,Found,01/01/1934,-19.866670000000003,-44.61667
30149,Northwest Africa 6947,115777.0,Found,01/01/2011,0.0,0.0
5481,Cleveland,115000.0,Found,01/01/1860,34.88333,-84.78333
37784,Tafassasset,114000.0,Found,01/01/2000,20.76333,10.44167
5374,Caperr,113900.0,Found,01/01/1869,-45.28333,-70.48333000000001
5258,Buenaventura,113600.0,Found,01/01/1969,29.8,-107.55
15949,Gundaring,112500.0,Found,01/01/1937,-33.3,117.66667
30955,Oakley (iron),111000.0,Found,01/01/1926,42.33333,-113.7
11700,Florey,110800.0,Found,01/01/1978,32.5225,-102.705
11664,Etosha,110700.0,Found,01/01/1970,-18.5,16.0
19763,Lewis Cliff 85320,110224.0,Found,01/01/1985,-84.26223,161.41628
19739,Lenarto,108500.0,Found,01/01/1814,49.0,21.0
38016,Tiberrhamine,107000.0,Found,01/01/1967,28.116670000000003,0.53333
11673,Faith,105000.0,Found,01/01/1952,45.33333,-102.08333
5517,Cook 001,105000.0,Found,01/01/1989,-30.33333,130.53333
5456,Chico,104800.0,Found,01/01/1954,36.5,-104.2
17296,Juncal,104000.0,Found,01/01/1866,-26.0,-69.25
26161,Molong,104000.0,Found,01/01/1912,-33.28333,148.88333
36056,Rifle,102700.0,Found,01/01/1948,38.51667,-107.83333
37422,Seeläsgen,102000.0,Found,01/01/1847,52.26667,15.55
45709,Zhongxiang,100000.0,Found,01/01/1981,31.2,112.5
3429,Anyujskij,100000.0,Found,01/01/1981,66.9,164.2
5523,Cook 007,100000.0,Found,01/01/1989,-30.616670000000003,130.41666999999998
28711,Northwest Africa 4502,100000.0,Found,01/01/2005,0.0,0.0
11677,Faucett,100000.0,Found,01/01/1966,39.61667,-94.86667
36046,Retuerta del Bullaque,100000.0,Found,01/01/1980,39.458890000000004,-4.3775
21796,Lutschaunig's Stone,100000.0,Found,01/01/1861,-27.0,-70.0
5257,Budulan,100000.0,Found,01/01/1962,50.56667,114.9
8309,Dimitrovgrad,100000.0,Found,01/01/1949,43.04639,22.863889999999998
11757,Franconia,100000.0,Found,01/01/2002,34.71637,-114.22197
1538,Agoudal,100000.0,Found,01/01/2000,31.98457,-5.515280000000001
31996,Pierceville (iron),100000.0,Found,01/01/1917,37.86667,-100.66667
5179,Bou Azarif,100000.0,Found,01/01/2010,31.15643,-5.15262
37680,Social Circle,99300.0,Found,01/01/1927,33.7,-83.7
37719,Steinbach,98000.0,Found,01/01/1724,50.5,12.5
31100,Palmas de Monte Alto,97000.0,Found,01/01/1954,-14.3675,-43.02278
6520,Dar al Gani 749,95000.0,Found,01/01/1999,27.30167,15.7645
21684,Loreto,94800.0,Found,01/01/1896,26.01667,-111.36667
38281,Weekeroo Station,94200.0,Found,01/01/1924,-32.26667,139.86667
5392,Carver,94000.0,Found,01/01/1935,32.0,-86.0
5514,Concho,93500.0,Found,01/01/1939,32.0,-101.5
38262,Watson 001,93000.0,Found,01/01/1972,-30.5,131.55
38335,Wiltshire,92750.0,Found,,51.14967,-1.81
16624,Jiddat al Harasis 090,92667.6,Found,01/01/2002,19.71678,56.6062
17333,Karee Kloof,92100.0,Found,01/01/1914,-31.6,25.8
17436,Laguna Manantiales,92000.0,Found,01/01/1945,-48.58333,-67.41667
1523,ad-Dahbubah,90000.0,Found,01/01/1961,19.83333,51.25
26149,Mincy,89400.0,Found,01/01/1857,36.55,-93.1
5090,Bennett County,89000.0,Found,01/01/1934,43.5,-101.25
26143,Mills,88000.0,Found,01/01/1970,36.23,-104.11889000000001
30079,Northwest Africa 6727,88000.0,Found,01/01/2006,0.0,0.0
36736,San Angelo,88000.0,Found,01/01/1897,31.41667,-100.35
38240,Wagon Mound,87500.0,Found,01/01/1932,35.84083,-104.58583
36283,Roebourne,86860.0,Found,01/01/1892,-22.33333,118.0
38087,Tulia (a),86000.0,Found,01/01/1917,34.61667,-101.95
17292,Juanita de Angeles,85000.0,Found,01/01/1992,28.41667,-105.08333
45697,Zapaliname,85000.0,Found,01/01/1998,25.009439999999998,-100.75
3433,Apoala,85000.0,Found,01/01/1889,17.7,-97.0
5218,Bruceville,83000.0,Found,01/01/1998,38.295,-121.405
12559,Gan Gan,83000.0,Found,01/01/1984,-42.66667,-68.08333
13031,Gretna,82000.0,Found,01/01/1912,39.93333,-99.21667
26364,Ness County (1894),82000.0,Found,01/01/1894,38.5,-99.6
36044,Renfrow,81600.0,Found,01/01/1986,36.986670000000004,-97.555
5386,Carlton,81200.0,Found,01/01/1887,31.91667,-98.03333
1561,Ainsworth,80650.0,Found,01/01/1907,42.6,-99.8
5056,Baygorria,80000.0,Found,01/01/1994,-33.0,-56.0
38216,Vera,80000.0,Found,01/01/1941,-29.91667,-60.28333000000001
38193,Unter-Mässing,80000.0,Found,01/01/1920,49.09028,11.33333
26266,Mrirt,79900.0,Found,01/01/1937,33.13333,-5.566669999999999
5075,Belle Plaine,78800.0,Found,01/01/1950,37.31667,-97.25
11691,Finmarken,78300.0,Found,01/01/1902,70.0,24.0
16692,Jiddat al Harasis 230,77000.0,Found,01/01/2005,19.7127,56.58277
26170,Moorumbunna,77000.0,Found,01/01/1943,-28.91667,136.25
45674,Yelland Dry Lake,76000.0,Found,01/01/2007,39.35067,-114.40783
5005,Augusta County,76000.0,Found,01/01/1858,38.16667,-79.08333
26407,Northbranch,76000.0,Found,01/01/1972,39.99167,-98.34167
37901,Tawallah Valley,75750.0,Found,01/01/1939,-15.7,135.66666999999998
5055,Bayard,75000.0,Found,01/01/1982,41.81667,-103.36667
1517,Acme,75000.0,Found,01/01/1947,33.63333,-104.26666999999999
38378,Wolsey,74830.0,Found,01/01/1981,44.4,-98.53333
38248,Walker County,74800.0,Found,01/01/1832,34.0,-87.16667
16479,Hunter,74600.0,Found,01/01/1962,36.56,-97.66667
11663,Ethiudna,74318.0,Found,01/01/1977,-32.03333,139.78333
38067,Toufassour,73300.0,Found,01/01/2007,29.65225,-7.7493
26361,Nelson County,73030.0,Found,01/01/1856,37.75,-85.5
38204,Uwharrie,72700.0,Found,01/01/1930,35.51667,-79.96667
38197,Uruaçu,72500.0,Found,01/01/1992,-14.53333,-48.76667
16531,Isoulane-n-Amahar,72000.0,Found,01/01/1945,27.129170000000002,8.66722
22879,Mafuta,71500.0,Found,01/01/1984,-16.9025,30.407220000000002
37612,Sierra Colorada,71300.0,Found,01/01/1995,-40.8,-67.48333000000001
38384,Wooramel,71000.0,Found,01/01/1969,-25.65,114.21667
38051,Tlacotepec,71000.0,Found,01/01/1903,18.65,-97.55
37674,Smithville,70500.0,Found,01/01/1840,35.98333,-85.85
17445,Lahmada 009,70000.0,Found,01/01/1999,27.16667,-9.5
37671,Smithonia,69900.0,Found,01/01/1940,34.0,-83.16667
17475,Landes,69800.0,Found,01/01/1930,38.9,-79.18333
38392,Xinyi,69000.0,Found,01/01/1975,34.36667,118.33333
38388,Wu-chu-mu-ch'in,68860.0,Found,01/01/1920,45.5,118.0
5267,Burlington,68000.0,Found,01/01/1819,42.75,-75.18333
37681,Soledade,68000.0,Found,01/01/1986,-29.05,-51.43333
22907,Marlow,68000.0,Found,01/01/1936,34.6,-97.91667
15975,Hamilton (Queensland),68000.0,Found,01/01/1966,-28.48333,148.25
37702,Springwater,67600.0,Found,01/01/1931,52.0,-108.3
37780,Sychevka,65000.0,Found,01/01/1988,51.125,127.495
5162,Bocaiuva,64000.0,Found,01/01/1965,-17.16667,-43.83333
37616,Signal Mountain,63500.0,Found,01/01/1919,32.5,-115.5
36883,Santa Clara,63000.0,Found,01/01/1976,24.46667,-103.35
6866,Derrick Peak 88017,63000.0,Found,01/01/1988,-80.06667,156.38333
37871,Tanezrouft 072,62285.0,Found,01/01/2002,24.43817,0.103
38010,Thunda,62100.0,Found,01/01/1881,-25.7,143.05
5554,Covert,61000.0,Found,01/01/1896,39.2,-98.78333
12630,Gold Basin,61000.0,Found,01/01/1995,35.875,-114.23333000000001
36903,Savannah,60000.0,Found,01/01/1923,35.16667,-88.18333
26382,Nicolás Levalle,60000.0,Found,01/01/1956,-38.85028,-62.878890000000006
16384,Hex River Mountains,60000.0,Found,01/01/1882,-33.31667,19.616670000000003
45679,Yongning,60000.0,Found,01/01/1971,22.75,108.33333
6883,Derrick Peak A78008,59400.0,Found,01/01/1978,-80.06667,156.38333
35541,Quijingue,59000.0,Found,01/01/1984,-10.75,-39.21667
5166,Bohumilitz,59000.0,Found,01/01/1829,49.05,13.766670000000001
31995,Piedade do Bagre,59000.0,Found,01/01/1922,-18.941670000000002,-44.98333
15938,Guadalupe y Calvo,58630.0,Found,01/01/1971,26.1,-106.96667
1633,Aliskerovo,58400.0,Found,01/01/1977,67.88333,167.5
16541,Ivanpah,58000.0,Found,01/01/1880,35.33333,-115.31667
17295,Julesburg,57900.0,Found,01/01/1983,39.975,-102.26666999999999
24087,Miami,57700.0,Found,01/01/1930,35.66667,-100.6
12620,Gladstone (stone),57300.0,Found,01/01/1936,36.3,-104.0
38254,Warburton Range,56930.0,Found,01/01/1963,-26.28333,126.66667
16552,Jenkins,55400.0,Found,01/01/1946,36.82444,-93.76111
3465,Ashmore,55400.0,Found,01/01/1969,32.9,-102.28333
17405,Kulnine,55300.0,Found,01/01/1886,-34.15,141.78333
38289,Wellman (a),55000.0,Found,01/01/1940,33.03333,-102.33333
36408,Rosebud,54900.0,Found,01/01/1915,30.816670000000002,-97.05
3434,Aprel'sky,54600.0,Found,01/01/1969,53.3,126.11667
22905,Markovka,54200.0,Found,01/01/1967,52.4,79.8
38203,Uwet,54000.0,Found,01/01/1903,5.28333,8.25
5459,Chihuahua City,54000.0,Found,01/01/1929,28.66667,-106.11667
9180,Dunganville,54000.0,Found,01/01/1976,-42.55,171.35
17407,Kumerina,53500.0,Found,01/01/1937,-24.91667,119.41667
36419,Ruff's Mountain,53070.0,Found,01/01/1844,34.3,-81.4
5707,Dalton,53000.0,Found,01/01/1879,34.8,-84.98333000000001
1559,Ahumada,52600.0,Found,01/01/1909,30.7,-105.5
5089,Benjamin,51800.0,Found,01/01/1969,33.58333,-99.8
12646,Grand Rapids,51700.0,Found,01/01/1883,42.96667,-85.76666999999999
16505,Ilimaes (iron),51700.0,Found,01/01/1870,-26.0,-70.0
26318,Mungindi,51300.0,Found,01/01/1897,-28.933329999999998,148.95
38329,Willow Creek,51000.0,Found,01/01/1914,43.46667,-106.76666999999999
17421,La Grange,50800.0,Found,01/01/1860,38.4,-85.36667
36054,Richland,50600.0,Found,01/01/1951,31.9,-96.4
6820,Davy (a),50600.0,Found,01/01/1940,29.1,-97.6
36887,Santa Vitoria do Palmar,50400.0,Found,01/01/2003,-33.509440000000005,-53.410830000000004
26796,Northwest Africa 1581,50200.0,Found,01/01/2001,31.383329999999997,-4.25
7456,Dhofar 1654,50000.0,Found,01/01/2011,18.67877,54.2876
16128,Hammadah al Hamra 153,50000.0,Found,01/01/1995,28.60033,13.5775
30124,Northwest Africa 6903,50000.0,Found,01/01/2008,32.37167,-6.36
38239,Waconda,50000.0,Found,01/01/1873,39.33333,-98.16667
29512,Northwest Africa 5775,50000.0,Found,01/01/2006,0.0,0.0
45695,Zagora,50000.0,Found,01/01/1987,30.366670000000003,-5.85
38337,Winburg,50000.0,Found,01/01/1881,-28.5,27.0
16390,Hinojal,50000.0,Found,01/01/1927,-32.36667,-60.15
16518,Ingella Station,50000.0,Found,01/01/1987,-25.55,142.78333
16805,Jiddat al Harasis 342,49750.0,Found,01/01/2006,19.714579999999998,56.54755
22896,Mapleton,49000.0,Found,01/01/1939,42.18333,-95.71667
1540,Agua Blanca,49000.0,Found,01/01/1938,-28.91667,-66.95
38006,Thule,48600.0,Found,01/01/1955,76.53333,-67.55
5611,Crab Orchard,48500.0,Found,01/01/1887,35.83333,-84.91667
5059,Bear Lodge,48500.0,Found,01/01/1931,44.5,-104.2
5123,Bischtübe,48250.0,Found,01/01/1888,51.95,62.2
38381,Woodbine,48200.0,Found,01/01/1953,42.34667,-90.1675
5018,Bagnone,48000.0,Found,01/01/1904,44.31667,9.98333
37744,Sukhoj Liman,48000.0,Found,01/01/1987,46.4,30.8
36007,Red Rock,47600.0,Found,01/01/1976,35.41667,-117.91667
36414,Roy (1933),47200.0,Found,01/01/1933,35.95,-104.2
12634,Gomez,47000.0,Found,01/01/1974,33.18139,-102.40139
35842,Rancho de la Pila (1882),46500.0,Found,01/01/1882,24.116670000000003,-104.3
16353,Harrisonville,46500.0,Found,01/01/1933,38.65,-94.33333
5646,Cuero,46500.0,Found,01/01/1936,29.01667,-97.28333
17471,Lakewood,46500.0,Found,01/01/1955,32.62972,-104.35
31013,Osseo,46300.0,Found,01/01/1931,47.63333,-80.08333
16665,Jiddat al Harasis 203,46200.0,Found,01/01/2002,19.983,56.41368000000001
9174,Dumas (a),46050.0,Found,01/01/1956,35.9,-101.9
3635,Asuka 87251,46000.0,Found,01/01/1987,-72.0,26.0
21640,Linwood,46000.0,Found,01/01/1940,41.43333,-96.96667
38383,Woodward County,45500.0,Found,01/01/1923,36.5,-99.5
30291,Northwest Africa 7150,45326.0,Found,01/01/2011,0.0,0.0
26357,Needles,45300.0,Found,01/01/1962,34.44417,-114.8325
36879,Sandia Mountains,45000.0,Found,01/01/1925,35.25,-106.5
16149,Hammadah al Hamra 173,45000.0,Found,01/01/1996,28.636670000000002,13.1965
38291,Wellman (c),45000.0,Found,01/01/1964,33.03333,-102.33333
38237,Vyatka,45000.0,Found,01/01/1991,57.53333000000001,49.0
7239,Dhofar 1433,44790.0,Found,01/01/2006,18.433329999999998,54.1
36434,Saginaw,44500.0,Found,01/01/1979,32.865829999999995,-97.32306
5067,Beenham,44400.0,Found,01/01/1937,36.21667,-103.65
29389,Northwest Africa 5460,44400.0,Found,01/01/2006,0.0,0.0
