,name,mass,fall,year,reclat,reclong
39261,Yamato 75170,8.7,Found,01/01/1975,-71.5,35.66667
34962,Queen Alexandra Range 99332,8.7,Found,01/01/1999,-84.0,168.0
32697,Queen Alexandra Range 93443,8.7,Found,01/01/1993,-84.0,168.0
42860,Yamato 86092,8.7,Found,01/01/1986,-71.5,35.66667
33718,Queen Alexandra Range 971035,8.7,Found,01/01/1997,-84.0,168.0
21249,Lewis Cliff 88524,8.7,Found,01/01/1988,-84.24977,161.39898
2157,Allan Hills 85094,8.7,Found,01/01/1985,-76.69828000000001,159.3885
10236,Elephant Moraine 90224,8.7,Found,01/01/1990,-76.27591,156.49937
33750,Queen Alexandra Range 97119,8.7,Found,01/01/1997,-84.0,168.0
24000,Meteorite Hills 01307,8.7,Found,01/01/2001,-79.68333,159.75
36313,Roosevelt County 022,8.7,Found,01/01/1983,34.21667,-103.28333
45437,Yamato 983817,8.7,Found,01/01/1998,0.0,0.0
37729,Stewart Valley 007,8.7,Found,01/01/2001,36.23722,-116.17241999999999
25639,Miller Range 090559,8.7,Found,01/01/2009,0.0,0.0
34843,Queen Alexandra Range 99212,8.7,Found,01/01/1999,-84.0,168.0
2410,Allan Hills 95108,8.7,Found,01/01/1995,-76.71667,159.66666999999998
21102,Lewis Cliff 88372,8.7,Found,01/01/1988,-84.24146,161.4745
34487,Queen Alexandra Range 97854,8.7,Found,01/01/1997,-84.0,168.0
19760,Lewis Cliff 85317,8.7,Found,01/01/1985,-84.2738,161.36764
23107,Meteorite Hills 00412,8.7,Found,01/01/2000,-79.68333,155.75
20278,Lewis Cliff 86370,8.7,Found,01/01/1986,-84.27278000000001,161.41506
3277,Allan Hills A81188,8.7,Found,01/01/1981,-76.65705,159.32311
32633,Queen Alexandra Range 93379,8.7,Found,01/01/1993,-84.0,168.0
5343,Camel Donga 037,8.7,Found,01/01/1994,-30.1845,126.68366999999999
13521,Grove Mountains 020082,8.7,Found,01/01/2003,-72.99639,75.21694000000001
31846,Pecora Escarpment 91360,8.7,Found,01/01/1991,-85.63333,-68.7
2798,Allan Hills A78057,8.7,Found,01/01/1978,-76.71667,159.66666999999998
40568,Yamato 791345,8.7,Found,01/01/1979,-71.5,35.66667
6543,Dar al Gani 772,8.7,Found,01/01/1999,26.932170000000003,16.494329999999998
21585,Lewis Cliff 93876,8.7,Found,01/01/1993,-84.27259000000001,161.41423999999998
17024,Jiddat al Harasis 561,8.7,Found,01/01/2008,19.8993,56.17267
3155,Allan Hills A81066,8.7,Found,01/01/1981,-76.68806,159.36084
35070,Queen Alexandra Range 99443,8.7,Found,01/01/1999,-84.0,168.0
23677,Meteorite Hills 00982,8.7,Found,01/01/2000,-79.68333,159.75
21281,Lewis Cliff 88557,8.7,Found,01/01/1988,-84.25115,161.37117
2021,Allan Hills 84225,8.7,Found,01/01/1984,-76.65827,159.32682
14918,Grove Mountains 050399,8.7,Found,01/01/2006,-72.985833,75.260278
33795,Queen Alexandra Range 97163,8.7,Found,01/01/1997,-84.0,168.0
32337,Queen Alexandra Range 93083,8.7,Found,01/01/1993,-84.63065999999999,162.53202
32384,Queen Alexandra Range 93130,8.7,Found,01/01/1993,-84.57575,162.56602
10523,Elephant Moraine 90509,8.7,Found,01/01/1990,-76.28726999999999,156.43098
1985,Allan Hills 84189,8.7,Found,01/01/1984,-76.71444,158.70131
21085,Lewis Cliff 88354,8.7,Found,01/01/1988,-84.251,161.40528
10720,Elephant Moraine 90704,8.7,Found,01/01/1990,-76.27741,156.41501
25757,Miller Range 090678,8.7,Found,01/01/2009,0.0,0.0
34048,Queen Alexandra Range 97417,8.7,Found,01/01/1997,-84.0,168.0
40841,Yamato 791640,8.69,Found,01/01/1979,-71.5,35.66667
42789,Yamato 86020,8.69,Found,01/01/1986,-71.5,35.66667
40207,Yamato 790976,8.68,Found,01/01/1979,-71.5,35.66667
42335,Yamato 794087,8.68,Found,01/01/1979,-71.5,35.66667
15240,Grove Mountains 052250,8.68,Found,01/01/2006,-72.97694399999999,75.2675
41958,Yamato 793299,8.68,Found,01/01/1979,-71.5,35.66667
32109,Queen Alexandra Range 02134,8.68,Found,01/01/2002,-84.0,168.0
15514,Grove Mountains 053090,8.68,Found,01/01/2006,-72.789722,75.290278
40286,Yamato 791060,8.67,Found,01/01/1979,-71.5,35.66667
44197,Yamato 981625,8.67,Found,01/01/1998,0.0,0.0
41933,Yamato 793274,8.66,Found,01/01/1979,-71.5,35.66667
41277,Yamato 792557,8.65,Found,01/01/1979,-71.5,35.66667
39233,Yamato 75142,8.65,Found,01/01/1975,-71.5,35.66667
42232,Yamato 793579,8.65,Found,01/01/1979,-71.5,35.66667
11946,Frontier Mountain 03011,8.64,Found,01/01/2003,-72.95169,160.51428
44017,Yamato 981149,8.64,Found,01/01/1998,0.0,0.0
39259,Yamato 75168,8.63,Found,01/01/1975,-71.5,35.66667
39705,Yamato 790434,8.62,Found,01/01/1979,-71.5,35.66667
2339,Allan Hills 88099,8.62,Found,01/01/1988,-76.71667,159.33333000000002
14841,Grove Mountains 050058,8.62,Found,01/01/2006,-72.99194399999999,75.234444
42115,Yamato 793459,8.61,Found,01/01/1979,-71.5,35.66667
39439,Yamato 790073,8.61,Found,01/01/1979,-71.5,35.66667
15254,Grove Mountains 052288,8.61,Found,01/01/2006,-72.778889,75.324722
41442,Yamato 792731,8.61,Found,01/01/1979,-71.5,35.66667
34842,Queen Alexandra Range 99211,8.6,Found,01/01/1999,-84.0,168.0
3383,Allan Hills A81294,8.6,Found,01/01/1981,-76.68889,159.34722
25415,Miller Range 090337,8.6,Found,01/01/2009,0.0,0.0
13418,Grosvenor Mountains 95646,8.6,Found,01/01/1995,-85.66667,175.0
33264,Queen Alexandra Range 94461,8.6,Found,01/01/1994,-84.0,168.0
32824,Queen Alexandra Range 93570,8.6,Found,01/01/1993,-84.0,168.0
2896,Allan Hills A78156,8.6,Found,01/01/1978,-76.71667,159.66666999999998
21362,Lewis Cliff 88641,8.6,Found,01/01/1988,-84.2709,161.4058
44765,Yamato 982770,8.6,Found,01/01/1998,0.0,0.0
25525,Miller Range 090446,8.6,Found,01/01/2009,0.0,0.0
12391,Frontier Mountain 93040,8.6,Found,01/01/1993,-72.98716999999999,160.40433000000002
23785,Meteorite Hills 01091,8.6,Found,01/01/2001,-79.68333,155.75
7418,Dhofar 1613,8.6,Found,01/01/2009,18.695420000000002,54.47425
2519,Allan Hills A77081,8.6,Found,01/01/1977,-76.71667,159.66666999999998
3343,Allan Hills A81254,8.6,Found,01/01/1981,-76.6875,159.35361
34182,Queen Alexandra Range 97549,8.6,Found,01/01/1997,-84.0,168.0
21477,Lewis Cliff 88755,8.6,Found,01/01/1988,-84.27843,161.35143
33672,Queen Alexandra Range 97093,8.6,Found,01/01/1997,-84.0,168.0
10676,Elephant Moraine 90660,8.6,Found,01/01/1990,-76.26522,156.40968999999998
34213,Queen Alexandra Range 97579,8.6,Found,01/01/1997,-84.0,168.0
10820,Elephant Moraine 90804,8.6,Found,01/01/1990,-76.28653,156.44975
13355,Grosvenor Mountains 95582,8.6,Found,01/01/1995,-85.66667,175.0
28132,Northwest Africa 3242,8.6,Found,01/01/2006,0.0,0.0
11467,Elephant Moraine 96263,8.6,Found,01/01/1996,-76.18333,157.16666999999998
21275,Lewis Cliff 88551,8.6,Found,01/01/1988,-84.25147,161.38242
19991,Lewis Cliff 86077,8.6,Found,01/01/1986,-84.27378,161.69236999999998
10286,Elephant Moraine 90273,8.6,Found,01/01/1990,-76.28130999999999,156.43212
23030,Meteorite Hills 001076,8.6,Found,01/01/2000,-79.68333,159.75
39387,Yamato 75296,8.6,Found,01/01/1975,-71.5,35.66667
23508,Meteorite Hills 00813,8.6,Found,01/01/2000,-79.68333,159.75
34841,Queen Alexandra Range 99210,8.6,Found,01/01/1999,-84.0,168.0
25854,Miller Range 090775,8.6,Found,01/01/2009,0.0,0.0
10645,Elephant Moraine 90630,8.6,Found,01/01/1990,-76.26661999999999,156.41675
31666,Pecora Escarpment 91181,8.6,Found,01/01/1991,-85.68132,-68.77053000000001
20071,Lewis Cliff 86158,8.6,Found,01/01/1986,-84.25681999999999,161.41568999999998
10231,Elephant Moraine 90219,8.6,Found,01/01/1990,-76.27327,156.49641
9465,Elephant Moraine 83224,8.6,Found,01/01/1983,-76.31222,157.39528
21342,Lewis Cliff 88620,8.6,Found,01/01/1988,-84.2675,161.35395
25496,Miller Range 090417,8.6,Found,01/01/2009,0.0,0.0
10767,Elephant Moraine 90751,8.6,Found,01/01/1990,-76.28163,156.4638
26019,Miller Range 090942,8.6,Found,01/01/2009,0.0,0.0
33406,Queen Alexandra Range 94604,8.6,Found,01/01/1994,-84.0,168.0
14218,Grove Mountains 022144,8.6,Found,01/01/2003,-72.77889,75.31361
45297,Yamato 983639,8.59,Found,01/01/1998,0.0,0.0
40006,Yamato 790754,8.59,Found,01/01/1979,-71.5,35.66667
45163,Yamato 983465,8.59,Found,01/01/1998,0.0,0.0
15118,Grove Mountains 051897,8.59,Found,01/01/2006,-72.980556,75.258333
40942,Yamato 791746,8.59,Found,01/01/1979,-71.5,35.66667
44839,Yamato 982939,8.58,Found,01/01/1998,0.0,0.0
17676,LaPaz Icefield 02394,8.58,Found,01/01/2002,-86.36667,-70.0
38751,Yamato 74325,8.57,Found,01/01/1974,-71.5,35.66667
2960,Allan Hills A78220,8.57,Found,01/01/1977,-76.71667,159.66666999999998
14097,Grove Mountains 021945,8.57,Found,01/01/2003,-72.77639,75.3225
45463,Yamato 983845,8.56,Found,01/01/1998,0.0,0.0
42417,Yamato 81061,8.56,Found,01/01/1981,-71.5,35.66667
38572,Yamato 74146,8.55,Found,01/01/1974,-71.5,35.66667
40800,Yamato 791599,8.55,Found,01/01/1979,-71.5,35.66667
40566,Yamato 791343,8.55,Found,01/01/1979,-71.5,35.66667
14031,Grove Mountains 021798,8.54,Found,01/01/2003,-72.77389000000001,75.32472
14298,Grove Mountains 022233,8.54,Found,01/01/2003,-72.77861,75.31528
45283,Yamato 983622,8.54,Found,01/01/1998,0.0,0.0
39383,Yamato 75292,8.54,Found,01/01/1975,-71.5,35.66667
38547,Yamato 74121,8.53,Found,01/01/1974,-71.5,35.66667
14790,Grove Mountains 024447,8.52,Found,01/01/2003,-72.775,75.34222
44856,Yamato 982984,8.52,Found,01/01/1998,0.0,0.0
40465,Yamato 791242,8.52,Found,01/01/1979,-71.5,35.66667
15035,Grove Mountains 051691,8.51,Found,01/01/2006,-72.997222,75.219444
2338,Allan Hills 88098,8.51,Found,01/01/1988,-76.68231,159.31165
38992,Yamato 74564,8.51,Found,01/01/1974,0.0,35.66667
39239,Yamato 75148,8.51,Found,01/01/1975,-71.5,35.66667
39847,Yamato 790589,8.51,Found,01/01/1979,-71.5,35.66667
34490,Queen Alexandra Range 97857,8.5,Found,01/01/1997,-84.0,168.0
11271,Elephant Moraine 96067,8.5,Found,01/01/1996,-76.18333,157.16666999999998
21321,Lewis Cliff 88599,8.5,Found,01/01/1988,-84.25083000000001,161.41339
5640,Cuddeback Dry Lake 018,8.5,Found,01/01/2008,35.28638,-117.48305
35974,Reckling Peak A80257,8.5,Found,01/01/1980,-76.22341999999999,158.35226
34590,Queen Alexandra Range 97956,8.5,Found,01/01/1997,-84.0,168.0
20162,Lewis Cliff 86254,8.5,Found,01/01/1986,-84.27381,161.68785
10246,Elephant Moraine 90234,8.5,Found,01/01/1990,-76.26576999999999,156.40993
32522,Queen Alexandra Range 93267,8.5,Found,01/01/1993,-84.61551999999999,162.08015
20168,Lewis Cliff 86259,8.5,Found,01/01/1986,-84.25614,161.38132
9079,Dominion Range 10532,8.5,Found,01/01/2010,0.0,0.0
10118,Elephant Moraine 90105,8.5,Found,01/01/1990,-76.27809,156.45451
2474,Allan Hills A77036,8.5,Found,01/01/1977,-76.71667,159.66666999999998
31356,Pecora Escarpment 01018,8.5,Found,01/01/2002,-85.68397,-68.86203
11000,Elephant Moraine 90982,8.5,Found,01/01/1990,-76.2686,156.43729
35010,Queen Alexandra Range 99380,8.5,Found,01/01/1999,-84.0,168.0
1996,Allan Hills 84200,8.5,Found,01/01/1984,-76.75725,158.78341
10815,Elephant Moraine 90799,8.5,Found,01/01/1990,-76.28668,156.44017
23922,Meteorite Hills 01229,8.5,Found,01/01/2001,-79.68333,159.75
13487,Grove Mountains 020048,8.5,Found,01/01/2003,-73.00028,75.20222
12049,Frontier Mountain 09016,8.5,Found,01/01/2009,-72.95295,160.47652
12978,Graves Nunataks 98174,8.5,Found,01/01/1998,-86.71667,-141.5
31815,Pecora Escarpment 91329,8.5,Found,01/01/1991,-85.6767,-69.08265
24869,Miller Range 07496,8.5,Found,01/01/2007,0.0,0.0
11325,Elephant Moraine 96123,8.5,Found,01/01/1996,-76.18333,157.16666999999998
31214,Patuxent Range 10263,8.5,Found,01/01/2010,0.0,0.0
21545,Lewis Cliff 93836,8.5,Found,01/01/1993,-84.27386,161.68357
33362,Queen Alexandra Range 94559,8.5,Found,01/01/1994,-84.0,168.0
23659,Meteorite Hills 00964,8.5,Found,01/01/2000,-79.68333,159.75
10838,Elephant Moraine 90822,8.5,Found,01/01/1990,-76.28563,156.43868
14573,Grove Mountains 022912,8.5,Found,01/01/2003,-72.775,75.318889
12274,Frontier Mountain 90153,8.5,Found,01/01/1990,-72.95404,160.53811000000002
41279,Yamato 792559,8.5,Found,01/01/1979,-71.5,35.66667
3138,Allan Hills A81049,8.5,Found,01/01/1981,-76.71006,158.78252
25925,Miller Range 090848,8.5,Found,01/01/2009,0.0,0.0
24934,Miller Range 07563,8.5,Found,01/01/2007,0.0,0.0
31359,Pecora Escarpment 01021,8.5,Found,01/01/2002,-85.673,-68.71758
20534,Lewis Cliff 87084,8.5,Found,01/01/1987,-84.25361,161.37072
9508,Elephant Moraine 83269,8.5,Found,01/01/1983,-76.32611,157.16472
16456,Hughes 039,8.5,Found,01/01/1993,-30.383329999999997,129.7
42001,Yamato 793344,8.49,Found,01/01/1979,-71.5,35.66667
2340,Allan Hills 88100,8.49,Found,01/01/1988,-76.71667,159.33333000000002
45535,Yamato 983940,8.48,Found,01/01/1998,0.0,0.0
14302,Grove Mountains 022239,8.48,Found,01/01/2003,-72.778611,75.315278
2807,Allan Hills A78066,8.48,Found,01/01/1977,-76.71667,159.66666999999998
42828,Yamato 86060,8.47,Found,01/01/1986,-71.5,35.66667
41283,Yamato 792563,8.46,Found,01/01/1979,-71.5,35.66667
2336,Allan Hills 88095,8.45,Found,01/01/1988,-76.69458,159.28725
15610,Grove Mountains 053569,8.45,Found,01/01/2006,-72.78222199999999,75.308611
12364,Frontier Mountain 93013,8.45,Found,01/01/1993,-72.9525,160.50528
38647,Yamato 74221,8.45,Found,01/01/1974,-71.5,35.66667
2748,Allan Hills A78007,8.45,Found,01/01/1977,-76.71667,159.66666999999998
14320,Grove Mountains 022268,8.45,Found,01/01/2003,-72.77833299999999,75.311944
39690,Yamato 790419,8.45,Found,01/01/1979,-71.5,35.66667
45298,Yamato 983640,8.44,Found,01/01/1998,0.0,0.0
14252,Grove Mountains 022180,8.44,Found,01/01/2003,-72.781111,75.292222
42465,Yamato 82005,8.44,Found,01/01/1982,-71.5,35.66667
40061,Yamato 790820,8.44,Found,01/01/1979,-71.5,35.66667
39999,Yamato 790745,8.43,Found,01/01/1979,-71.5,35.66667
42124,Yamato 793468,8.43,Found,01/01/1979,-71.5,35.66667
42409,Yamato 81053,8.43,Found,01/01/1981,-71.5,35.66667
13656,Grove Mountains 020242,8.43,Found,01/01/2003,-72.983056,75.229167
17589,LaPaz Icefield 02307,8.42,Found,01/01/2002,-86.36667,-70.0
40935,Yamato 791739,8.42,Found,01/01/1979,-71.5,35.66667
41124,Yamato 791932,8.42,Found,01/01/1979,-71.5,35.66667
23452,Meteorite Hills 00757,8.42,Found,01/01/2000,-79.68333,155.75
2998,Allan Hills A78258,8.42,Found,01/01/1977,-76.71667,159.66666999999998
44761,Yamato 982766,8.41,Found,01/01/1998,0.0,0.0
38771,Yamato 74345,8.41,Found,01/01/1974,-71.5,35.66667
39868,Yamato 790610,8.41,Found,01/01/1979,-71.5,35.66667
45177,Yamato 983486,8.41,Found,01/01/1998,0.0,0.0
12191,Frontier Mountain 90061,8.4,Found,01/01/1990,-72.95279000000001,160.51471999999998
9809,Elephant Moraine 87658,8.4,Found,01/01/1987,-76.26817,156.46544
8460,Dominion Range 08015,8.4,Found,01/01/2008,0.0,0.0
8583,Dominion Range 08138,8.4,Found,01/01/2008,0.0,0.0
11831,Frontier Mountain 01067,8.4,Found,01/01/2001,-72.98917,160.40667
2065,Allan Hills 85004,8.4,Found,01/01/1985,-77.035,157.18083000000001
21570,Lewis Cliff 93861,8.4,Found,01/01/1993,-84.27396,161.68221
34612,Queen Alexandra Range 97978,8.4,Found,01/01/1997,-84.0,168.0
11272,Elephant Moraine 96068,8.4,Found,01/01/1996,-76.18333,157.16666999999998
21210,Lewis Cliff 88484,8.4,Found,01/01/1988,-84.24814,161.40106
21556,Lewis Cliff 93848,8.4,Found,01/01/1993,-84.27386,161.68472
9893,Elephant Moraine 87739,8.4,Found,01/01/1987,-76.28461999999999,156.45129
12334,Frontier Mountain 90225,8.4,Found,01/01/1990,-72.95555999999999,160.43833
44594,Yamato 982365,8.4,Found,01/01/1998,0.0,0.0
10924,Elephant Moraine 90905,8.4,Found,01/01/1990,-76.26876,156.5134
10544,Elephant Moraine 90530,8.4,Found,01/01/1990,-76.28865,156.43063999999998
24015,Meteorite Hills 01322,8.4,Found,01/01/2001,-79.68333,159.75
21488,Lewis Cliff 88766,8.4,Found,01/01/1988,-84.23403,161.47591
9931,Elephant Moraine 87777,8.4,Found,01/01/1987,-76.18333,157.16666999999998
20789,Lewis Cliff 88057,8.4,Found,01/01/1988,-84.24634,161.45273
20232,Lewis Cliff 86324,8.4,Found,01/01/1986,-84.27371,161.6936
2016,Allan Hills 84220,8.4,Found,01/01/1984,-76.75646,158.91429
11941,Frontier Mountain 03006,8.4,Found,01/01/2003,-72.95219,160.50636
8621,Dominion Range 08176,8.4,Found,01/01/2008,0.0,0.0
33883,Queen Alexandra Range 97250,8.4,Found,01/01/1997,-84.0,168.0
33884,Queen Alexandra Range 97251,8.4,Found,01/01/1997,-84.0,168.0
3176,Allan Hills A81087,8.4,Found,01/01/1981,-76.69278,159.39222
31204,Patuxent Range 10253,8.4,Found,01/01/2010,0.0,0.0
3146,Allan Hills A81057,8.4,Found,01/01/1981,-76.68556,159.35778
11384,Elephant Moraine 96180,8.4,Found,01/01/1996,-76.18333,157.16666999999998
35333,Queen Alexandra Range 99705,8.4,Found,01/01/1999,-84.0,168.0
12440,Frontier Mountain 95040,8.4,Found,01/01/1995,-72.95267,160.5535
39504,Yamato 790157,8.4,Found,01/01/1979,-71.5,35.66667
21190,Lewis Cliff 88464,8.4,Found,01/01/1988,-84.24915,161.40461000000002
35338,Queen Alexandra Range 99710,8.4,Found,01/01/1999,-84.0,168.0
24914,Miller Range 07543,8.4,Found,01/01/2007,0.0,0.0
34125,Queen Alexandra Range 97493,8.4,Found,01/01/1997,-84.0,168.0
31922,Pecora Escarpment 91436,8.4,Found,01/01/1991,-85.69009,-69.09991
12519,Frontier Mountain 99011,8.4,Found,01/01/1999,-72.99056,160.39861000000002
9438,Elephant Moraine 82614,8.4,Found,01/01/1982,-76.18333,157.16666999999998
9590,Elephant Moraine 83354,8.4,Found,01/01/1983,-76.32639,157.18833
11817,Frontier Mountain 01053,8.4,Found,01/01/2001,-72.98971999999999,160.40556
31644,Pecora Escarpment 91159,8.4,Found,01/01/1991,-85.67789,-69.06038000000001
20739,Lewis Cliff 88007,8.4,Found,01/01/1988,-84.27591,161.41072
11404,Elephant Moraine 96201,8.4,Found,01/01/1996,-76.18333,157.16666999999998
32563,Queen Alexandra Range 93309,8.4,Found,01/01/1993,-84.60384,162.16312
20527,Lewis Cliff 87077,8.4,Found,01/01/1987,-84.25435,161.38585
34759,Queen Alexandra Range 99127,8.4,Found,01/01/1999,-84.0,168.0
14329,Grove Mountains 022283,8.4,Found,01/01/2003,-72.77972199999999,75.292778
31623,Pecora Escarpment 91138,8.4,Found,01/01/1991,-85.67694,-69.05965
10629,Elephant Moraine 90614,8.4,Found,01/01/1990,-76.27401,156.42276999999999
2947,Allan Hills A78207,8.4,Found,01/01/1978,-76.71667,159.66666999999998
32405,Queen Alexandra Range 93151,8.4,Found,01/01/1993,-84.57607,162.56666
12036,Frontier Mountain 09003,8.4,Found,01/01/2009,-72.95295,160.44718
12161,Frontier Mountain 90031,8.4,Found,01/01/1990,-72.95260999999999,160.5268
2649,Allan Hills A77213,8.4,Found,01/01/1977,-76.71667,159.66666999999998
11793,Frontier Mountain 01029,8.4,Found,01/01/2001,-72.99056,160.40278
40663,Yamato 791454,8.4,Found,01/01/1979,-71.5,35.66667
11907,Frontier Mountain 01144,8.4,Found,01/01/2001,-72.99306,160.40028
30990,O'Malley 009,8.4,Found,01/01/2011,-30.93383,131.36168999999998
31921,Pecora Escarpment 91435,8.4,Found,01/01/1991,-85.69246,-69.09583
8709,Dominion Range 08264,8.4,Found,01/01/2008,0.0,0.0
34099,Queen Alexandra Range 97468,8.4,Found,01/01/1997,-84.0,168.0
41602,Yamato 792941,8.39,Found,01/01/1979,-71.5,35.66667
45262,Yamato 983595,8.39,Found,01/01/1998,0.0,0.0
13820,Grove Mountains 021494,8.39,Found,01/01/2003,-72.9425,75.299722
15620,Grove Mountains 053596,8.39,Found,01/01/2006,-72.779167,75.310556
40991,Yamato 791795,8.39,Found,01/01/1979,-71.5,35.66667
15476,Grove Mountains 052978,8.38,Found,01/01/2006,-72.78111,75.29944
44922,Yamato 983118,8.38,Found,01/01/1998,0.0,0.0
44855,Yamato 982983,8.38,Found,01/01/1998,0.0,0.0
42307,Yamato 794058,8.38,Found,01/01/1979,-71.5,35.66667
44959,Yamato 983174,8.37,Found,01/01/1998,0.0,0.0
42869,Yamato 86101,8.36,Found,01/01/1986,-71.5,35.66667
44324,Yamato 981944,8.36,Found,01/01/1998,0.0,0.0
14352,Grove Mountains 022324,8.36,Found,01/01/2003,-72.774722,75.330556
41047,Yamato 791855,8.36,Found,01/01/1979,-71.5,35.66667
13894,Grove Mountains 021596,8.36,Found,01/01/2003,-72.824722,75.291944
42369,Yamato 81014,8.36,Found,01/01/1981,-71.5,35.66667
14528,Grove Mountains 022786,8.36,Found,01/01/2003,-72.77556,75.33806
43075,Yamato 86307,8.36,Found,01/01/1986,-71.5,35.66667
14117,Grove Mountains 021976,8.36,Found,01/01/2003,-72.773889,75.3425
45320,Yamato 983666,8.36,Found,01/01/1998,0.0,0.0
44762,Yamato 982767,8.35,Found,01/01/1998,0.0,0.0
41070,Yamato 791878,8.35,Found,01/01/1979,-71.5,35.66667
15441,Grove Mountains 052881,8.35,Found,01/01/2006,-72.77528000000001,75.35361
13552,Grove Mountains 020115,8.34,Found,01/01/2003,-72.97861,75.26611
42863,Yamato 86095,8.34,Found,01/01/1986,-71.5,35.66667
44026,Yamato 981169,8.34,Found,01/01/1998,0.0,0.0
39016,Yamato 74588,8.33,Found,01/01/1974,0.0,35.66667
2342,Allan Hills 88102,8.33,Found,01/01/1988,-76.71667,159.33333000000002
43074,Yamato 86306,8.33,Found,01/01/1986,-71.5,35.66667
38901,Yamato 74473,8.33,Found,01/01/1974,0.0,35.66667
2337,Allan Hills 88097,8.33,Found,01/01/1988,-76.71667,159.33333000000002
40944,Yamato 791748,8.33,Found,01/01/1979,-71.5,35.66667
15137,Grove Mountains 051951,8.32,Found,01/01/2006,-72.77722,75.32972
40191,Yamato 790952,8.32,Found,01/01/1979,-71.5,35.66667
42678,Yamato 8308,8.32,Found,01/01/1983,-71.5,35.66667
44258,Yamato 981745,8.32,Found,01/01/1998,0.0,0.0
43092,Yamato 86324,8.32,Found,01/01/1986,-71.5,35.66667
14984,Grove Mountains 051596,8.31,Found,01/01/2006,-72.94055999999999,75.28305999999999
17688,LaPaz Icefield 02406,8.31,Found,01/01/2002,-86.36667,-70.0
35427,Queen Alexandra Range 99799,8.3,Found,01/01/1999,-84.0,168.0
20804,Lewis Cliff 88071,8.3,Found,01/01/1988,-84.2527,161.41326
23035,Meteorite Hills 001081,8.3,Found,01/01/2000,-79.68333,159.75
25658,Miller Range 090578,8.3,Found,01/01/2009,0.0,0.0
31933,Pecora Escarpment 91447,8.3,Found,01/01/1991,-85.66111,-68.35643
35524,Queen Alexandra Range 99897,8.3,Found,01/01/1999,-84.0,168.0
23454,Meteorite Hills 00759,8.3,Found,01/01/2000,-79.68333,155.75
9885,Elephant Moraine 87731,8.3,Found,01/01/1987,-76.26825,156.46268999999998
12239,Frontier Mountain 90115,8.3,Found,01/01/1991,-72.95488,160.47328000000002
35942,Reckling Peak A80225,8.3,Found,01/01/1980,-76.23611,158.31753999999998
2350,Allan Hills 88110,8.3,Found,01/01/1988,-76.71667,159.33333000000002
25812,Miller Range 090733,8.3,Found,01/01/2009,0.0,0.0
10268,Elephant Moraine 90255,8.3,Found,01/01/1990,-76.27277,156.53181999999998
11425,Elephant Moraine 96222,8.3,Found,01/01/1996,-76.18333,157.16666999999998
12214,Frontier Mountain 90087,8.3,Found,01/01/1991,-72.95488,160.47328000000002
21473,Lewis Cliff 88751,8.3,Found,01/01/1988,-84.28049,161.39261000000002
21375,Lewis Cliff 88654,8.3,Found,01/01/1988,-84.26449000000001,161.37011
25267,Miller Range 090188,8.3,Found,01/01/2009,0.0,0.0
19996,Lewis Cliff 86082,8.3,Found,01/01/1986,-84.25107,161.35765
32969,Queen Alexandra Range 93714,8.3,Found,01/01/1993,-84.0,168.0
12429,Frontier Mountain 95029,8.3,Found,01/01/1995,-72.99133,160.417
11481,Elephant Moraine 96276,8.3,Found,01/01/1996,-76.18333,157.16666999999998
33293,Queen Alexandra Range 94490,8.3,Found,01/01/1994,-84.0,168.0
10175,Elephant Moraine 90162,8.3,Found,01/01/1990,-76.27993000000001,156.48113999999998
13013,Great Sand Sea 032,8.3,Found,01/01/2006,26.18667,25.45567
34560,Queen Alexandra Range 97927,8.3,Found,01/01/1997,-84.0,168.0
10529,Elephant Moraine 90515,8.3,Found,01/01/1990,-76.28044,156.43401
33193,Queen Alexandra Range 94389,8.3,Found,01/01/1994,-84.0,168.0
25471,Miller Range 090392,8.3,Found,01/01/2009,0.0,0.0
32853,Queen Alexandra Range 93598,8.3,Found,01/01/1993,-84.0,168.0
39870,Yamato 790612,8.3,Found,01/01/1979,-71.5,35.66667
2766,Allan Hills A78025,8.3,Found,01/01/1978,-76.71667,159.66666999999998
23038,Meteorite Hills 001084,8.3,Found,01/01/2000,-79.68333,159.75
20047,Lewis Cliff 86133,8.3,Found,01/01/1986,-84.2567,161.44728
21335,Lewis Cliff 88613,8.3,Found,01/01/1988,-84.26951,161.36453999999998
12527,Frontier Mountain 99019,8.3,Found,01/01/1999,-72.98971999999999,160.39833000000002
25239,Miller Range 090160,8.3,Found,01/01/2009,0.0,0.0
10560,Elephant Moraine 90545,8.3,Found,01/01/1990,-76.28741,156.43846000000002
25831,Miller Range 090752,8.3,Found,01/01/2009,0.0,0.0
9015,Dominion Range 10323,8.3,Found,01/01/2010,0.0,0.0
20775,Lewis Cliff 88043,8.3,Found,01/01/1988,-84.24334,161.4258
8772,Dominion Range 08329,8.3,Found,01/01/2008,0.0,0.0
8456,Dominion Range 08010,8.3,Found,01/01/2008,0.0,0.0
31160,Patuxent Range 10209,8.3,Found,01/01/2010,0.0,0.0
31735,Pecora Escarpment 91250,8.3,Found,01/01/1991,-85.68534,-68.78964
20854,Lewis Cliff 88122,8.3,Found,01/01/1988,-84.27578000000001,161.41066
21163,Lewis Cliff 88436,8.3,Found,01/01/1988,-84.24641,161.43001
